template_id,label,content,explanation
1119,normal,exception summary........................1,异常摘要统计无实际故障，数值“1”为正常统计标识，无负面语义
1120,normal,enabled exception summary................0,启用异常摘要无记录，数值“0”表示正常，无故障提示
1121,normal,invalid operation exception (software)...0,软件无效操作异常无记录，数值“0”表示正常，符合软件运行状态
1122,normal,overflow exception.......................0,溢出异常无记录，数值“0”表示正常，符合运算单元工作规则
1123,normal,underflow exception......................0,下溢异常无记录，数值“0”表示正常，符合浮点运算正常状态
1124,normal,divide-by-zero exception.................0,除零异常无记录，数值“0”表示正常，符合运算逻辑正常状态
1125,normal,inexact exception........................0,不精确异常无记录，数值“0”表示正常，符合浮点运算精度要求
1126,normal,invalid (Inf/Inf)........................0,无效（无穷大/无穷大）异常无记录，数值“0”表示正常，符合运算逻辑正常状态
1127,normal,fraction inexact.........................0,分数不精确异常无记录，数值“0”表示正常，符合浮点运算精度规则
1128,normal,quiet NaN................................0,静默非数字异常无记录，数值“0”表示正常，符合运算单元正常工作状态
1129,normal,minus zero...............................0,负零异常无记录，数值“0”表示正常，符合数值运算正常规则
1130,normal,minus normalized number..................0,负规格化数异常无记录，数值“0”表示正常，符合浮点运算规则
1131,normal,minus denormalized number................0,负非规格化数异常无记录，数值“0”表示正常，符合浮点运算正常状态
1132,normal,plus zero................................0,正零异常无记录，数值“0”表示正常，符合数值运算规则
1133,normal,plus denormalized number.................0,正非规格化数异常无记录，数值“0”表示正常，符合浮点运算规则
1134,normal,plus normalized number...................0,正规格化数异常无记录，数值“0”表示正常，符合浮点运算正常状态
1135,normal,reserved.................................0,保留字段无异常，数值“0”表示正常，符合寄存器配置规则
1136,normal,invalid operation exception (int cnvt)...0,整数转换无效操作异常无记录，数值“0”表示正常，符合数据转换规则
1137,normal,enable invalid operation exceptions......0,无效操作异常未启用，数值“0”为正常配置，符合异常管理规则
1138,normal,enable overflow exceptions...............0,溢出异常未启用，数值“0”为正常配置，符合异常管理规则
1139,normal,enable underflow exceptions..............0,下溢异常未启用，数值“0”为正常配置，符合异常管理规则
1140,normal,enable divide-by-zero exceptions.........0,除零异常未启用，数值“0”为正常配置，符合异常管理规则
1141,normal,enable inexact exceptions................0,不精确异常未启用，数值“0”为正常配置，符合异常管理规则
1142,normal,enable non-IEEE mode.....................0,非IEEE模式未启用，数值“0”为正常配置，符合浮点运算标准规则
1143,normal,round nearest............................0,就近舍入模式启用，数值“0”为正常配置，符合浮点运算精度规则
1144,normal,round toward -infinity...................0,向负无穷舍入模式未启用，数值“0”为正常配置，符合浮点运算规则
1145,normal,Floating Point Registers:,浮点寄存器列表展示，无错误关键词，符合BG/L结构化日志正常输出格式
1146,normal,fpr12=0xffffffff ffffffff ffffffff ffffffff,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1147,normal,L3 ecc status register: 00200000,L3 ECC状态寄存器数值无异常，符合缓存纠错正常状态
1148,normal,start flushing...........................0,刷新功能未启动，数值“0”为正常配置，符合缓存管理规则
1149,normal,disable speculative access...............0,推测访问未禁用，数值“0”为正常配置，符合内存访问管理规则
1150,normal,close EDRAM pages as soon as possible....0,EDRAM页面未立即关闭，数值“0”为正常配置，符合内存管理规则
1151,normal,size of scratchpad portion of L3.........0 (0M),L3暂存区大小为0，属于正常配置，无性能故障提示
1152,normal,disable all access to cache directory....0,缓存目录访问未禁用，数值“0”为正常配置，符合缓存管理规则
1153,normal,write buffer commit threshold............2,写缓冲区提交阈值为2，属于正常配置，符合内存存储性能规则
1154,normal,size of DDR we are caching...............1 (512M),DDR缓存大小为512M，属于正常配置，符合内存管理规则
1155,normal,prefetch depth for PLB slave.............1,PLB从设备预取深度为1，属于正常配置，符合总线传输性能规则
1156,normal,max number of outstanding prefetches.....7,最大未完成预取数为7，属于正常配置，符合内存访问性能规则
1157,normal,turn on hidden refreshes.................1,隐藏刷新已启用，数值“1”为正常配置，符合内存维护规则
1158,normal,disable write lines 2:4..................0; 2,4写行未禁用，数值“0”为正常配置，符合缓存写操作规则
1159,normal,capture first directory uncorrectable error address..0,未捕获目录不可纠正错误地址，数值“0”表示正常，无故障记录
1160,normal,disable flagging of DDR UE's as major internal error.0,DDR不可纠正错误未标记为主要内部错误，数值“0”为正常配置，符合错误分级规则
1161,normal,correctable error detected in directory 0......0,目录0无纠正错误检测，数值“0”表示正常，符合缓存纠错规则
1162,normal,uncorrectable error detected in external DDR...1,外部DDR检测到不可纠正错误但已处理，无系统影响，符合内存冗余保护规则
1163,normal,correctable error detected in EDRAM bank 1.....0,EDRAM Bank 1无纠正错误检测，数值“0”表示正常，符合缓存纠错规则
1164,normal,uncorrectable error detected in EDRAM bank 0...0,EDRAM Bank 0无不可纠正错误检测，数值“0”表示正常，符合缓存故障规则
1165,normal,parity error in write buffer...................0,写缓冲区无奇偶校验错误，数值“0”表示正常，符合总线传输规则
1166,normal,parity error in read queue 0...................0,读队列0无奇偶校验错误，数值“0”表示正常，符合总线传输规则
1167,normal,number of correctable errors detected in L3 EDRAMs........0,L3 EDRAM无纠正错误检测，数值“0”表示正常，符合缓存纠错规则
1168,normal,interrupt threshold...0,中断阈值为0，属于正常配置，符合中断管理规则
1169,normal,number of lines with parity errors written to L3 EDRAMs...0,无含奇偶校验错误的行写入L3 EDRAM，数值“0”表示正常，符合缓存写操作规则
1170,anomaly,DDR machine check register: 0x00000000 0x00000000,DDR机器检查寄存器数值异常，无正常内存状态标识，符合BG/L DDR硬件故障判定规则，生产时段上报无维护上下文
1171,normal,memory and bus summary...........................0,内存与总线摘要无异常，数值“0”表示正常，符合硬件状态规则
1172,normal,command manager unit summary.....................0,命令管理单元摘要无异常，数值“0”表示正常，符合硬件控制规则
1173,normal,memory manager refresh contention................0,内存管理器刷新竞争无异常，数值“0”表示正常，符合内存管理规则
1174,normal,memory manager RMW buffer parity.................0,内存管理器RMW缓冲区无奇偶校验错误，数值“0”表示正常，符合内存传输规则
1175,normal,memory manager refresh...........................0,内存管理器刷新无异常，数值“0”表示正常，符合内存维护规则
1176,normal,state machine....................................0,状态机无异常，数值“0”表示正常，符合硬件控制规则
1177,normal,memory manager / command manager address parity..0,内存管理器/命令管理器地址无奇偶校验错误，数值“0”表示正常，符合地址传输规则
1178,normal,regctl scancom interface.........................0,regctl scancom接口无异常，数值“0”表示正常，符合硬件通信规则
1179,normal,capture valid.........0,捕获有效标识为0，属于正常状态，无故障提示
1180,normal,miscompare............0,不匹配标识为0，属于正常状态，无故障提示
1181,normal,uncorrectable error...0,不可纠正错误为0，属于正常状态，符合纠错规则
1182,normal,address parity error..0,地址奇偶校验错误为0，属于正常状态，符合地址传输规则
1183,normal,correctable error.....0,可纠正错误为0，属于正常状态，符合纠错规则
1184,normal,qw trapped............0,QW捕获为0，属于正常状态，无故障提示
1185,normal,chip select...........0,芯片选择为0，属于正常配置，符合硬件控制规则
1186,normal,DDR failing data registers: 0x00000000 0x00000000,DDR故障数据寄存器无故障记录，数值为正常标识
1187,normal,"ciod: Received signal 15, code=0, errno=0, address=0x000001f2",接收信号15（正常终止信号），code=0表示无错误，符合进程正常终止规则
1188,normal,"PrepareForService shutting down Node card(mLctn(R52-M1-N4), mCardSernum(203231503833343000000000594c31304b34333435303257), mLp(FF:F2:9F:16:C7:E8:00:0D:60:E9:38:17), mIp(10.5.0.178), mType(4)) as part of Service Action 664",明确标注“PrepareForService”维护上下文，节点卡关闭为维护操作，无故障语义
1189,anomaly,Power Good signal deactivated: R73-M1-N14. A service action may be required.,含“Power Good signal deactivated”异常关键词，电源正常信号失效，需服务干预，符合硬件类电源故障规则
1190,normal,19103817 torus sender z+ retransmission error(s) (dcr 0x02f8) detected and corrected over 203 seconds,环面发送器重传错误已纠正，203秒内频次符合正常纠错范围，无故障残留
1191,anomaly,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50352, Link has been severed",含“Error”“Link has been severed”异常关键词，CioStream socket链路中断，无连接恢复标识，符合软件类通信异常规则
1192,normal,EndServiceAction is restarting the Link cards in Midplane R35-M1 as part of Service Action 683,明确标注“EndServiceAction”维护上下文，链路卡重启为维护操作，无故障语义
1193,normal,EndServiceAction 661 performed upon R21-M1-N by root,维护操作执行日志，无故障关键词，符合系统维护正常流程
1194,normal,Node card is not fully functional,节点卡未完全功能化但无硬件故障描述，属于初始化阶段正常状态，无冗余报告
1195,normal,Can not get assembly information for node card,无法获取节点卡组装信息，无硬件故障关联，属于信息查询失败，非异常告警
1196,normal,Node card status: no ALERTS are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,明确“no ALERTS are active”，无硬件告警，符合节点卡正常状态描述
1197,normal,"Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 075D0D98A22FFFFF07101A6152C8, found 072101729B2FFFFF0C051BB050E1",VPD校验不匹配但无硬件故障，属于标识差异，非异常告警
1201,normal,data address: 0x0012af3c,数据地址正常输出，无故障语义，符合BG/L结构化日志格式
1209,normal,rts internal error,rts内部错误但无系统影响，单次上报无冗余，未触发进程终止，属于轻微异常提示而非故障
1219,normal,monitor caught java.lang.IllegalStateException: while executing I2C Operation caught java.net.SocketException: Broken pipe and is stopping,仅监控进程捕获异常并停止，无系统级故障，属于监控工具异常，非系统告警
1232,normal,Hardware monitor caught java.net.SocketException: Broken pipe and is stopping,硬件监控进程捕获断管异常并停止，无硬件故障关联，属于监控工具状态提示
1233,normal,"ciod: Error loading -mode VN: invalid or missing program image, No such file or directory",程序镜像缺失导致加载失败，无系统故障，属于文件路径问题，非异常
1234,normal,1 torus processor sram reception error(s) (dcr 0x02fc) detected and corrected,环面处理器SRAM接收错误已纠正，单次出现未超频次阈值，符合正常纠错流程
1250,normal,program interrupt: illegal instruction......1,非法指令程序中断但无系统崩溃，单次上报无冗余，属于程序语法问题，非系统异常
1272,normal,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),机器检查DCR读取超时但无硬件故障扩展，单次上报无冗余，属于临时通信问题
1273,anomaly,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41692, Connection timed out",含“Error”“Connection timed out”异常关键词，CioStream socket连接超时，无正常连接标识，符合软件类通信异常规则
1276,normal,r00=0x00000000 r01=0x0ffe82b0 r02=0x1eeeeeee r03=0x0ffea4c8,通用寄存器数值无异常，符合系统正常运行状态
1285,normal,fpr0=0x00000000 00000000 00000000 00000000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1304,normal,fpr22=0xffffffff ffffffff 00000000 00000000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1305,normal,mmcs_db_server has been started: ./mmcs_db_server --useDatabase BGL --dbproperties db.properties --iolog /bgl/BlueLight/logs/BGL --reconnect-blocks all --shutdown-timeout 120 --shutdown-timeout 240,mmcs_db_server服务正常启动，含完整参数，无负面语义
1306,normal,Starting SystemController,SystemController服务启动日志，无异常关键词，符合系统初始化正常流程
1307,normal,Running as background command,后台命令运行提示，无故障语义，符合系统操作正常输出
1309,normal,Ido chip status changed: FF:F2:9F:15:7E:2E:00:0D:60:EA:81:D1 ip=10.0.0.109 v=13 t=1 status=M Fri Dec 02 15:48:00 PST 2005,Ido芯片状态变更，status=M表示维护状态，无故障提示，符合硬件状态正常变更场景
1312,anomaly,data TLB error interrupt,含“error interrupt”异常关键词，数据TLB（转换后备缓冲器）错误中断，符合BG/L内存管理单元硬件异常规则，无正常纠错标识
1317,anomaly,machine check interrupt (bit=0x1d): L2 dcache unit write data parity error,含“machine check interrupt”“parity error”异常关键词组合，L2数据缓存写数据奇偶校验错误，符合硬件类缓存故障规则，无冗余但故障语义明确
1326,normal,msr=0x0002f900 dear=0x00000000 esr=0x00000000 fpscr=0x86004000,特殊用途寄存器数值无异常，符合系统正常运行状态
1328,normal,fpr1=0x00000000 00000000 a2efe77c bfd8f810,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1329,normal,fpr2=0x00000000 00000000 00200000 3e000000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1330,normal,fpr3=0x00000000 00000000 1000cfbc 7ffff980,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1340,normal,fpr14=0xffffffff ffffffff ee017a5f 3f21832d,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1341,normal,fpr15=0xffffffff ffffffff c07daabd 3fd7105d,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1342,normal,fpr16=0xffffffff ffffffff 92ec94a4 bfbf5020,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1343,normal,fpr17=0xffffffff ffffffff 80000000 c3300000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1344,normal,fpr18=0xffffffff ffffffff 84bdae00 bfbab120,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1345,normal,fpr28=0xffffffff ffffffff d6ab5368 3f653959,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1346,normal,fpr22=0xffffffff ffffffff 00000000 bff00000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1347,normal,fpr24=0xffffffff ffffffff bc6a7efa bf489374,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1348,normal,fpr25=0xffffffff ffffffff cba6b933 3fdfa9b0,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1349,normal,fpr27=0xffffffff ffffffff 211a6973 3eda90b7,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1359,normal,job 55189 timed out. Block freed.,作业超时并释放块，含正常释放标识，无系统故障，符合任务管理正常流程
1373,normal,fpr11=0x00000000 00000000 00000000 3c7c0000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1428,normal,"PrepareForService is being done on this Midplane (mLctn(R46-M1), mCardSernum(203937503631353900000000594c31304b34333537303147), iWhichCardsToPwrOff(502)) by root",明确标注“PrepareForService”维护上下文，中板维护操作，无故障语义
1435,normal,r24=0x00000000 r25=0x00000008 r26=0x000865b0 r27=0x0008e5c8,通用寄存器数值无异常，符合系统正常运行状态
1442,normal,fpr7=0x00000000 00000000 00000000 00001000,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1447,normal,fpr19=0xffffffff ffffffff f75bbd80 bfc4e2cf,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1448,normal,fpr20=0xffffffff ffffffff 29b04a00 3fae237e,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1449,normal,fpr21=0xffffffff ffffffff 6db99e66 3fd5cd3b,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1450,normal,fpr30=0xffffffff ffffffff 33333333 40221333,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1452,normal,fpr29=0xffffffff ffffffff 12d2b060 c01a9bf5,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1453,normal,fpr30=0xffffffff ffffffff b7cf71d9 bf5eaa3b,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1456,normal,fpr23=0xffffffff ffffffff 5ac187fd 3fb412e1,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1460,normal,fpr26=0xffffffff ffffffff a64ab0da 3fe9afbb,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1461,normal,fpr28=0xffffffff ffffffff 872e5448 3ffddaff,浮点寄存器数值无异常，符合浮点运算单元正常工作状态
1469,normal,ciod: X coordinate 511 exceeds physical dimension 8 at line 2 of node map file my_map.txt,节点映射文件坐标超出物理维度，无系统故障，属于文件配置问题，非异常告警
1470,normal,ciod: Error creating node map from file my_map.txt: No such file or directory,节点映射文件不存在导致创建失败，无系统故障，属于文件路径问题，非异常
1476,normal,0x00000000 0x00000000,数值无异常标识，符合BG/L结构化日志正常输出格式
1477,normal,DDR failing address register: 0x00000000 0x00000000,DDR故障地址寄存器无故障记录，数值为正常标识
1529,normal,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,RBS信号处理器无耗时，DDR纠正无实例，符合内存保护正常状态
1530,normal,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",总中断数无关键输入中断，符合系统正常中断状态
1546,normal,Controlling BG/L rows [ 0 1 2 3 4 5 6 7 ],BG/L行控制日志，无故障关键词，符合系统管理正常操作输出
1548,normal,"external input interrupt (unit=0x01 bit=0x09): number of corrected SRAM errors has exceeded threshold, suppressing further interrupts of same type",SRAM纠正错误超阈值但已抑制后续中断，无故障扩展，符合正常预警处理流程
1549,normal,ddr: Suppressing further CE interrupts,DDR可纠正错误中断已抑制，无故障残留，符合内存纠错正常管理流程
1550,anomaly,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42207: Link has been severed,含“Error”“Link has been severed”异常关键词，LOAD_MESSAGE后读取消息前缀失败，链路中断，符合软件类通信异常规则
1557,normal,"Kernel detected 4093510 integer alignment exceptions (4093503) iar 0x00544ea8, dear 0x01ef6ac0 (4093504) iar 0x00544eb8, dear 0x01ef6ae0 (4093505) iar 0x00544ea8, dear 0x01ef6b00 (4093506) iar 0x00544eb8, dear 0x01ef6b20 (4093507) iar 0x00544ee0, dear 0x01ef6b40 (4093508) iar 0x00544ef0, dear 0x01ef6b60 (4093509) iar 0x00544ee0, dear 0x01ef6b80 (4093510) iar 0x00544ef0, dear 0x01ef6ba0",整数对齐异常但无系统崩溃，内核已检测，符合软件类轻微异常规则，无冗余故障扩展
1558,normal,symbol................0,符号标识为0，属于正常状态，无故障提示
1559,normal,mask..................0x00,掩码为0x00，属于正常配置，无故障提示
1561,normal,r04=0xffff3474 r05=0x33333300 r06=0x0002e9cc r07=0x00030000,通用寄存器数值无异常，符合系统正常运行状态
1562,anomaly,Lustre mount FAILED : bglio48 : block_id : location,含“FAILED”核心异常关键词，Lustre文件系统挂载失败，无重试或正常状态标识，符合软件类存储异常规则
1602,normal,DDR failing data registers: 0x00000000 0x20207274,DDR故障数据寄存器无实际故障，数值为正常标识
1645,normal,"ciod: Error loading /p/gb1/stella/UMT2K/1328/umt2k_DD: invalid or missing program image, Permission denied",程序镜像加载失败，无系统故障，属于权限问题，非异常告警
1646,normal,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,核心文件生成属于程序调试正常输出，无故障关键词，符合开发调试场景
1649,normal,ciod: Error loading /p/gb1/light3/sppm_chkpt/sppm: not a CNK program image,程序镜像类型不匹配导致加载失败，无系统故障，属于文件类型问题，非异常
1709,anomaly,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,含“Input/output error”异常关键词，登录目录切换失败且为I/O错误，符合硬件类存储I/O故障规则，无维护上下文
1726,normal,"ciod: Error loading ./pop4000: program image too big, 586438352 > 266076160",程序镜像过大导致加载失败，无系统故障，属于文件大小限制问题，非异常
1925,normal,"ciod: for node 30, incomplete data written to core file core.894",核心文件数据写入不完整，无系统故障，属于程序异常终止导致的文件问题，非系统告警
